"","PROBEID","SYMBOL","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"TC0300010186.hg.1","TC0300010186.hg.1","RAD18","RAD18 E3 ubiquitin protein ligase",-0.145091804025704,6.8941628289895,-1.45967797193416,0.173847760882404,0.441153793723699,-5.77668091590018
"TC1700007787.hg.1","TC1700007787.hg.1","WIPF2","WAS/WASL interacting protein family member 2",0.233216393807179,6.12822426556792,1.4594048124184,0.17392132639043,0.441270783584624,-5.77703867470727
"23075463","23075463",NA,NA,-0.331943305951084,6.88603832501932,-1.45906054262983,0.174014080865883,0.44136673265241,-5.77748950453976
"TC0500010998.hg.1","TC0500010998.hg.1","CCDC125","coiled-coil domain containing 125",-0.331943305951084,6.88603832501932,-1.45906054262983,0.174014080865883,0.44136673265241,-5.77748950453976
"HTA2-pos-PSR18005237.hg.1","HTA2-pos-PSR18005237.hg.1",NA,NA,0.0816752553474238,11.8841908624926,1.45873730467538,0.174101207468532,0.441518024243115,-5.77791272913984
"TC1800009206.hg.1","TC1800009206.hg.1","TXNL4A","thioredoxin like 4A",-0.186716423250465,8.23966845944768,-1.45839585431001,0.174193283721968,0.441610481604993,-5.77835973292674
"TC2200008828.hg.1","TC2200008828.hg.1","PHF5A","PHD finger protein 5A",-0.158682153944968,8.66639098623626,-1.45832029627085,0.174213664508575,0.441610481604993,-5.77845863913411
"TC0700008337.hg.1","TC0700008337.hg.1","VPS50","VPS50 subunit of EARP/GARPII complex",0.56555690895795,4.4033764241507,1.45829637574042,0.174220117182851,0.441610481604993,-5.77848995063985
"HTA2-pos-3471828_st","HTA2-pos-3471828_st",NA,NA,-0.253512273908658,7.61163339119317,-1.45753842834657,0.174424683138866,0.442059275816293,-5.77948191430917
"TC0500009488.hg.1","TC0500009488.hg.1","CREBRF","CREB3 regulatory factor",0.426880028106098,4.85255575705762,1.45727187939513,0.174496672194978,0.442112771037114,-5.77983067976621
"TC1500009217.hg.1","TC1500009217.hg.1","LCMT2","leucine carboxyl methyltransferase 2",-0.194077744017141,5.47384925476724,-1.45725652028991,0.174500821130033,0.442112771037114,-5.77985077508098
"TC0200016591.hg.1","TC0200016591.hg.1","BZW1","basic leucine zipper and W2 domains 1",-0.107373609044592,10.2256372508214,-1.45701550678109,0.174565936868155,0.44220802043158,-5.78016609048557
"23076506","23076506",NA,NA,0.301465865780544,5.74638912104428,1.45686187976231,0.174607453859234,0.442243469200848,-5.78036706119709
"TC1400009629.hg.1","TC1400009629.hg.1","ZFYVE1","zinc finger FYVE-type containing 1",-0.228705675637979,6.08386837175847,-1.45672688881409,0.17464394152264,0.442266170588776,-5.78054364121346
"TC1400006823.hg.1","TC1400006823.hg.1","SCFD1","sec1 family domain containing 1",-0.146554453090605,5.86103965562066,-1.45634441188913,0.174747359417025,0.442411536756401,-5.78104389623599
"TC1600008889.hg.1","TC1600008889.hg.1","CPNE7","copine 7",-0.278577364849595,6.80131799999257,-1.45631094235519,0.174756411737172,0.442411536756401,-5.78108766810903
"TC1900010798.hg.1","TC1900010798.hg.1","PAFAH1B3","platelet activating factor acetylhydrolase 1b catalytic subunit 3",-0.168925634839757,8.9714746705657,-1.45618758432107,0.174789779173678,0.442426303050198,-5.78124899157237
"TC0100013998.hg.1","TC0100013998.hg.1","HECTD3","HECT domain E3 ubiquitin protein ligase 3",-0.172648390619075,7.40008994471744,-1.45603436717775,0.174831230879511,0.442448878207011,-5.78144935126234
"TC0800009418.hg.1","TC0800009418.hg.1","ANGPT2","angiopoietin 2",-0.332132898481094,4.56982119442338,-1.45595106926475,0.17485377001584,0.442448878207011,-5.78155827284074
"TC0100007406.hg.1","TC0100007406.hg.1","LDLRAP1","low density lipoprotein receptor adaptor protein 1",0.132908970290897,8.38378211344113,1.45560971648365,0.174946160845101,0.44261296055095,-5.78200458797621
"TC1900010665.hg.1","TC1900010665.hg.1","EID2","EP300 interacting inhibitor of differentiation 2",-0.272520798127927,5.55949395328658,-1.45522659147316,0.175049907592957,0.442805717129035,-5.78250543790239
"23072545","23072545",NA,NA,0.275018777505352,5.34169484314378,1.45482419432454,0.175158929804055,0.443011755720376,-5.78303138846172
"HTA2-pos-PSR17013142.hg.1","HTA2-pos-PSR17013142.hg.1",NA,NA,0.108160722461299,11.2007441129159,1.45455457098255,0.175232011897189,0.443126844061069,-5.78338374435391
"TC1000007986.hg.1","TC1000007986.hg.1","ANAPC16","anaphase promoting complex subunit 16",0.136256357560681,9.0942285551553,1.45437419105672,0.175280918915131,0.443155035980298,-5.78361944895459
"TC2200008845.hg.1","TC2200008845.hg.1","SHISA8","shisa family member 8",-0.15816942989505,4.21780767292929,-1.45431002172227,0.175298320182398,0.443155035980298,-5.7837032951513
"TC0100009142.hg.1","TC0100009142.hg.1","PTBP2","polypyrimidine tract binding protein 2",-0.259765824313866,5.62455966940412,-1.45367466280422,0.175470694966359,0.443521020405767,-5.78453334891335
"23072512","23072512",NA,NA,0.415561903240028,3.70178960914075,1.45344943228377,0.175531835522497,0.443527347637314,-5.78482754014753
"TC1300008626.hg.1","TC1300008626.hg.1","SMAD9","SMAD family member 9",-0.313061816989634,3.69767893988511,-1.45341917131142,0.175540051486055,0.443527347637314,-5.7848670640883
"TC1900009328.hg.1","TC1900009328.hg.1","SIRT6","sirtuin 6",0.213277786699962,6.40178825064581,1.45336040514646,0.175556007653306,0.443527347637314,-5.78494381719345
"TC2000007450.hg.1","TC2000007450.hg.1","R3HDML","R3H domain containing like",-0.206911483672975,4.02126220476855,-1.4530589824608,0.175637869351925,0.443664405713996,-5.7853374661515
"TC1700012277.hg.1","TC1700012277.hg.1","CDK5RAP3","CDK5 regulatory subunit associated protein 3",0.279253513436771,9.15851712469401,1.45247817845708,0.175795698823769,0.443977632783418,-5.78609582707944
"TC0600007377.hg.1","TC0600007377.hg.1","H2BC14","H2B clustered histone 14",-0.21868047771342,10.8574336328151,-1.45222089654997,0.175865652200359,0.443977632783418,-5.78643169851674
"TC1600008155.hg.1","TC1600008155.hg.1","PLEKHG4","pleckstrin homology and RhoGEF domain containing G4",0.193132736582296,6.60068445306333,1.45221593753267,0.175867000760875,0.443977632783418,-5.78643817193427
"TC2200006617.hg.1","TC2200006617.hg.1","TBX1","T-box transcription factor 1",-0.480641544188215,3.74480315364119,-1.45219610413258,0.1758723943656,0.443977632783418,-5.78646406197456
"TC0200013096.hg.1","TC0200013096.hg.1","MOB1A","MOB kinase activator 1A",-0.134018290379545,9.63109454840592,-1.4511418780083,0.1761592903251,0.444586299405394,-5.78783988786243
"TC1900006979.hg.1","TC1900006979.hg.1","ICAM5","intercellular adhesion molecule 5",-0.225134472641908,5.56804821109131,-1.45110680132592,0.176168842937151,0.444586299405394,-5.7878856536353
"TC1200007641.hg.1","TC1200007641.hg.1","SCN8A","sodium voltage-gated channel alpha subunit 8",0.206632301219765,3.80598799736084,1.4507334977385,0.176270534077828,0.444729315333654,-5.78837267068132
"TC0X00008862.hg.1","TC0X00008862.hg.1","FUNDC2","FUN14 domain containing 2",-0.151501991935756,6.50617874652094,-1.45064635618758,0.176294279423943,0.444729315333654,-5.78848634486502
"TC1600006485.hg.1","TC1600006485.hg.1","RHOT2","ras homolog family member T2",-0.310705917404984,7.13144743009707,-1.45059400008761,0.176308547341012,0.444729315333654,-5.78855464004878
"TC0500009614.hg.1","TC0500009614.hg.1","PRELID1","PRELI domain containing 1",-0.0973265767103086,10.7771710041741,-1.45000879582495,0.176468092595644,0.445061891669565,-5.78931789094114
"TC1400010339.hg.1","TC1400010339.hg.1","ATP5MPL","ATP synthase membrane subunit 6.8PL",0.101357174064555,9.81855192499003,1.44965089301277,0.176565729126551,0.445238251036631,-5.78978458448199
"TC0300012426.hg.1","TC0300012426.hg.1","PIK3R4","phosphoinositide-3-kinase regulatory subunit 4",-0.221772278045586,5.46857893947947,-1.44939030440637,0.176636847239763,0.445347695190414,-5.79012433566427
"TC0300009693.hg.1","TC0300009693.hg.1","AP2M1","adaptor related protein complex 2 subunit mu 1",0.106025468984724,9.97361906254008,1.44926788707104,0.176670265025922,0.44536141965893,-5.79028392747803
"TC0700013162.hg.1","TC0700013162.hg.1","PAXIP1","PAX interacting protein 1",-0.21425264934796,7.69417032849104,-1.44916730830489,0.176697725312776,0.44536141965893,-5.79041504234594
"23076611","23076611",NA,NA,0.338188732570025,4.49194991320769,1.44889370755846,0.176772443004829,0.445479864209786,-5.79077167894426
"TC1200011936.hg.1","TC1200011936.hg.1","ATXN2","ataxin 2",0.123852009219439,10.5042698282309,1.44867799361509,0.176831371428716,0.445496118688655,-5.7910528291734
"TC1900011684.hg.1","TC1900011684.hg.1","BABAM1","BRISC and BRCA1 A complex member 1",0.113640849489865,9.27173512460662,1.44866065580217,0.176836108476889,0.445496118688655,-5.79107542516869
"TC1400009315.hg.1","TC1400009315.hg.1","TIMM9","translocase of inner mitochondrial membrane 9",0.165289350280772,5.44414750610151,1.44856564241366,0.176862070022089,0.445496118688655,-5.7911992508857
"TC1400010709.hg.1","TC1400010709.hg.1","TTC5","tetratricopeptide repeat domain 5",0.276787474946399,5.3677032902917,1.44832275210679,0.176928452411348,0.445537143987756,-5.79151577207079
"TC0700009174.hg.1","TC0700009174.hg.1","MKLN1","muskelin 1",-0.167574535382133,6.8993696638242,-1.44830313940927,0.176933813529118,0.445537143987756,-5.79154132872187
"TC2200007101.hg.1","TC2200007101.hg.1","LINC01521","long intergenic non-protein coding RNA 1521",0.315110453431312,5.11092237357795,1.4482000948702,0.176961982967714,0.445538254830026,-5.79167559886441
"TC1600011341.hg.1","TC1600011341.hg.1","ZNF174","zinc finger protein 174",-0.156662775952785,7.37109581898889,-1.44805195334177,0.177002487358168,0.445570416241742,-5.79186862068944
"TC0100016476.hg.1","TC0100016476.hg.1","KIAA0040","KIAA0040",-0.189850565757983,7.18558227976734,-1.44789830996123,0.177044504423374,0.445606374855071,-5.79206879740653
"TC0600011184.hg.1","TC0600011184.hg.1","H2BC11","H2B clustered histone 11",-0.155887148251777,8.99559933555465,-1.4472587071606,0.177219509148681,0.445976988723729,-5.79290196328125
"TC0X00006955.hg.1","TC0X00006955.hg.1","LANCL3","LanC like 3",0.261592357380521,4.41813979101489,1.44657047002898,0.177407986135518,0.446381384470013,-5.79379820999086
"TC1700010687.hg.1","TC1700010687.hg.1","P3H4","prolyl 3-hydroxylase family member 4 (inactive)",0.173745792129457,6.28557483757964,1.44625570747401,0.177494242441888,0.446508506836773,-5.79420801100333
"TC2000008104.hg.1","TC2000008104.hg.1","PRPF6","pre-mRNA processing factor 6",-0.128432025461191,8.60395265803709,-1.44618331199811,0.177514086487012,0.446508506836773,-5.79430225701149
"TC0300008768.hg.1","TC0300008768.hg.1","HMCES","5-hydroxymethylcytosine binding, ES cell specific",-0.145915678268134,7.72733319240815,-1.44603099380617,0.177555844033009,0.446543637802848,-5.79450053796732
"TC1900011451.hg.1","TC1900011451.hg.1","SYT5","synaptotagmin 5",0.318223385827943,4.75442179537483,1.44538707934197,0.17773246391553,0.446917876399803,-5.79533860417939
"TC1300008371.hg.1","TC1300008371.hg.1","CENPJ","centromere protein J",-0.231351882479142,6.27049955554005,-1.44512782493626,0.177803617430378,0.447026838502787,-5.79567595871685
"TC1500008312.hg.1","TC1500008312.hg.1","IQGAP1","IQ motif containing GTPase activating protein 1",0.101370054554984,9.2479453755461,1.44496818033186,0.177847444706208,0.447034622843451,-5.79588367618212
"TC0200015231.hg.1","TC0200015231.hg.1","NEMP2","nuclear envelope integral membrane protein 2",0.332994237957665,3.81831638303083,1.44491387060362,0.177862356474868,0.447034622843451,-5.79595433642507
"TC2200007780.hg.1","TC2200007780.hg.1","CRELD2","cysteine rich with EGF like domains 2",0.149259771653491,7.70702366515055,1.44476655338693,0.177902810598277,0.447066368578841,-5.79614599619024
"TC1300009639.hg.1","TC1300009639.hg.1","TMTC4","transmembrane O-mannosyltransferase targeting cadherins 4",-0.163261312724847,7.50375567609388,-1.44462508544187,0.177941665879902,0.44709408715532,-5.79633003387896
"TC0200009440.hg.1","TC0200009440.hg.1","R3HDM1","R3H domain containing 1",-0.109313991223186,8.5325582525437,-1.44416195899059,0.178068917928273,0.44734386699054,-5.7969324383168
"TC0300010648.hg.1","TC0300010648.hg.1","DYNC1LI1","dynein cytoplasmic 1 light intermediate chain 1",-0.119412887197377,7.95942675840269,-1.44395240730362,0.178126521445541,0.447418625384861,-5.79720496735942
"HTA2-pos-PSR12025177.hg.1","HTA2-pos-PSR12025177.hg.1",NA,NA,-0.168002186500037,6.93365041630113,-1.4435350497412,0.178241296007692,0.447636940333166,-5.79774767694986
"TC0600007278.hg.1","TC0600007278.hg.1","H2BC6","H2B clustered histone 6",-0.187565629523474,4.49657134834669,-1.44331666293225,0.178301378200504,0.44771785355926,-5.79803161414496
"TC1100007467.hg.1","TC1100007467.hg.1","C11orf49","chromosome 11 open reading frame 49",-0.154821569244818,7.90066971637927,-1.44209651628695,0.178637381230455,0.448491475251711,-5.7996174729663
"TC0400007938.hg.1","TC0400007938.hg.1","BMP2K","BMP2 inducible kinase",-0.181746040299917,8.20957658700327,-1.44172317488611,0.178740299682256,0.448645134065272,-5.80010253766715
"TC1600008973.hg.1","TC1600008973.hg.1","FBXL16","F-box and leucine rich repeat protein 16",0.132930037734224,7.53875521500919,1.44155046126851,0.178787928508428,0.448645134065272,-5.80032690807777
"TC0300011256.hg.1","TC0300011256.hg.1","TASOR","transcription activation suppressor",-0.378743885527363,5.06729001394954,-1.44153177549421,0.178793082089872,0.448645134065272,-5.8003511814987
"HTA2-pos-3183487_st","HTA2-pos-3183487_st",NA,NA,0.20225377321186,8.68613464314112,1.44146945460906,0.178810271256784,0.448645134065272,-5.80043213682195
"TC0500013205.hg.1","TC0500013205.hg.1",NA,NA,0.140048075253081,7.94748995313897,1.440699352093,0.179022795190117,0.448860810187522,-5.80143231454445
"TC1200010016.hg.1","TC1200010016.hg.1","WBP11","WW domain binding protein 11",-0.117353652248713,8.50911553461539,-1.44065180932831,0.179035922554116,0.448860810187522,-5.80149404952923
"TC0100018296.hg.1","TC0100018296.hg.1","LCE1B","late cornified envelope 1B",-0.660042915504653,3.48180634618879,-1.4405599122424,0.17906129922825,0.448860810187522,-5.80161337542702
"TC0100018476.hg.1","TC0100018476.hg.1","PEX11B","peroxisomal biogenesis factor 11 beta",0.135289725226662,7.30185341427387,1.44052378358035,0.179071276721552,0.448860810187522,-5.80166028614152
"TC1000007701.hg.1","TC1000007701.hg.1","TFAM","transcription factor A, mitochondrial",-0.132170553067933,9.4424382315365,-1.44049402499365,0.179079495375699,0.448860810187522,-5.80169892514188
"23076163","23076163",NA,NA,0.327457665036906,4.19010599106595,1.44044956135738,0.179091775834715,0.448860810187522,-5.80175665641497
"23076483","23076483",NA,NA,0.327457665036906,4.19010599106595,1.44044956135738,0.179091775834715,0.448860810187522,-5.80175665641497
"TC0200013286.hg.1","TC0200013286.hg.1","SFTPB","surfactant protein B",-0.287355108826737,4.4902948160358,-1.44025734413644,0.179144872785529,0.448923863992183,-5.80200621630204
"TC0500007966.hg.1","TC0500007966.hg.1","XRCC4","X-ray repair cross complementing 4",-0.129842201912145,7.21615365809837,-1.43935778566048,0.179393540142573,0.449476906753605,-5.80317383930564
"TC0600012952.hg.1","TC0600012952.hg.1","FRK","fyn related Src family tyrosine kinase",0.292993188443281,5.550482996267,1.43892529286014,0.179513200114586,0.449632287061195,-5.80373504070556
"TC0100011378.hg.1","TC0100011378.hg.1","RASSF5","Ras association domain family member 5",-0.257197151163656,6.97227824575949,-1.43884481392003,0.179535474145364,0.449632287061195,-5.80383945758664
"AFFX-BkGr-GC21_st","AFFX-BkGr-GC21_st",NA,NA,0.0955830077997355,4.61419403778396,1.43857487508562,0.179610201918602,0.449632287061195,-5.80418965966341
"TC2100007816.hg.1","TC2100007816.hg.1","CYYR1","cysteine and tyrosine rich 1",-0.277469187370528,3.81472530839683,-1.43856298530243,0.179613494004145,0.449632287061195,-5.80420508373507
"TC0500009690.hg.1","TC0500009690.hg.1","RUFY1","RUN and FYVE domain containing 1",0.0962337219349196,7.985421506507,1.43853561584463,0.179621072352836,0.449632287061195,-5.80424058855846
"HTA2-pos-JUC14012063.hg.1","HTA2-pos-JUC14012063.hg.1",NA,NA,0.101159967488918,10.8778037309841,1.43848617360968,0.179634763140164,0.449632287061195,-5.80430472598881
"TC0800010154.hg.1","TC0800010154.hg.1","LSM1","LSM1 homolog, mRNA degradation associated",-0.134017867289321,7.09161517647724,-1.43832600533377,0.17967912060345,0.449632287061195,-5.80451248934209
"HTA2-pos-PSR14014334.hg.1","HTA2-pos-PSR14014334.hg.1",NA,NA,-0.144052097620683,8.33756534943566,-1.43827142528025,0.179694238295433,0.449632287061195,-5.8045832847141
"TC0600006653.hg.1","TC0600006653.hg.1","RIPK1","receptor interacting serine/threonine kinase 1",0.169264108081133,7.09288246124263,1.43822390024807,0.179707402757468,0.449632287061195,-5.80464492761818
"HTA2-pos-3517157_st","HTA2-pos-3517157_st",NA,NA,-0.1601390716653,9.47081285029658,-1.43804812569385,0.179756099563236,0.44968410521284,-5.80487290632163
"TC0200015242.hg.1","TC0200015242.hg.1","STAT1","signal transducer and activator of transcription 1",-0.1034798592457,8.97954091877544,-1.4377597039871,0.179836028672459,0.449779356048336,-5.80524694769916
"TC0300011899.hg.1","TC0300011899.hg.1","CBLB","Cbl proto-oncogene B",0.186560529049072,5.77331366978654,1.43761953611739,0.179874883759041,0.449779356048336,-5.80542870722032
"TC1100007790.hg.1","TC1100007790.hg.1","CD5","CD5 molecule",-0.346745471790785,4.35788677297237,-1.43760774825281,0.179878151728069,0.449779356048336,-5.80544399233084
"TSUnmapped00000121.hg.1","TSUnmapped00000121.hg.1",NA,NA,-0.203737941486339,6.90385991880347,-1.43728809330358,0.179966789505381,0.449930974602842,-5.80585845136096
"TC2200007615.hg.1","TC2200007615.hg.1","RIBC2","RIB43A domain with coiled-coils 2",-0.3757758419842,4.51661837673522,-1.43685290699858,0.1800875230992,0.450162775537949,-5.80642260785594
"TC1900008607.hg.1","TC1900008607.hg.1","KLK3","kallikrein related peptidase 3",0.237305431384813,4.06339086679171,1.43636779389593,0.180222189290745,0.450248982603835,-5.80705135338799
"TC0600011631.hg.1","TC0600011631.hg.1","TEAD3","TEA domain transcription factor 3",0.246523824126572,6.46093404009643,1.4363037054747,0.180239986498223,0.450248982603835,-5.80713440656997
"HTA2-pos-3598720_st","HTA2-pos-3598720_st",NA,NA,0.101727177046596,12.1705427572544,1.43589944542408,0.180352283135841,0.450248982603835,-5.80765823665059
"TC0600007771.hg.1","TC0600007771.hg.1","UHRF1BP1","UHRF1 binding protein 1",0.14598079692562,7.6914371404608,1.43541382477483,0.180487259256491,0.450248982603835,-5.80828736207071
"TC0200012299.hg.1","TC0200012299.hg.1","DHX57","DExH-box helicase 57",-0.138146173003029,6.22021799535954,-1.43537516280697,0.180498008880942,0.450248982603835,-5.80833744287329
"TC2200009246.hg.1","TC2200009246.hg.1","ZNRF3","zinc and ring finger 3",-0.179104655800444,6.65647569668139,-1.43533887970494,0.180508097578949,0.450248982603835,-5.80838444139421
"TC1700012194.hg.1","TC1700012194.hg.1","ZNF286A","zinc finger protein 286A",-0.229100441903634,6.10986681965255,-1.4352997966609,0.180518965352722,0.450248982603835,-5.80843506587426
"TC0X00009100.hg.1","TC0X00009100.hg.1","TRAPPC2","trafficking protein particle complex 2",0.344529763659395,5.83258450984555,1.43520844597644,0.180544369300639,0.450248982603835,-5.80855338933629
"TC1200011812.hg.1","TC1200011812.hg.1","CRY1","cryptochrome circadian regulator 1",-0.437001659035408,4.30209855936716,-1.43503816598185,0.180591731040813,0.450248982603835,-5.80877393389508
"HTA2-pos-PSR06002936.hg.1","HTA2-pos-PSR06002936.hg.1",NA,NA,-0.133345483445444,9.11015664588691,-1.43493895413022,0.180619330745172,0.450248982603835,-5.80890242383803
"HTA2-pos-PSR6_cox_hap2000480.hg.1","HTA2-pos-PSR6_cox_hap2000480.hg.1",NA,NA,-0.133345483445444,9.11015664588691,-1.43493895413022,0.180619330745172,0.450248982603835,-5.80890242383803
"HTA2-pos-PSR6_dbb_hap3000469.hg.1","HTA2-pos-PSR6_dbb_hap3000469.hg.1",NA,NA,-0.133345483445444,9.11015664588691,-1.43493895413022,0.180619330745172,0.450248982603835,-5.80890242383803
"HTA2-pos-PSR6_mann_hap4000460.hg.1","HTA2-pos-PSR6_mann_hap4000460.hg.1",NA,NA,-0.133345483445444,9.11015664588691,-1.43493895413022,0.180619330745172,0.450248982603835,-5.80890242383803
"HTA2-pos-PSR6_mcf_hap5000369.hg.1","HTA2-pos-PSR6_mcf_hap5000369.hg.1",NA,NA,-0.133345483445444,9.11015664588691,-1.43493895413022,0.180619330745172,0.450248982603835,-5.80890242383803
"HTA2-pos-PSR6_qbl_hap6000466.hg.1","HTA2-pos-PSR6_qbl_hap6000466.hg.1",NA,NA,-0.133345483445444,9.11015664588691,-1.43493895413022,0.180619330745172,0.450248982603835,-5.80890242383803
"HTA2-pos-PSR6_ssto_hap7000463.hg.1","HTA2-pos-PSR6_ssto_hap7000463.hg.1",NA,NA,-0.133345483445444,9.11015664588691,-1.43493895413022,0.180619330745172,0.450248982603835,-5.80890242383803
"TC1900011767.hg.1","TC1900011767.hg.1","BLOC1S3","biogenesis of lysosomal organelles complex 1 subunit 3",0.176968586041305,6.87344857118229,1.43489057557262,0.18063279046059,0.450248982603835,-5.80896507709212
"HTA2-pos-PSR08018865.hg.1","HTA2-pos-PSR08018865.hg.1",NA,NA,0.190294995843594,8.32504914188499,1.43479473217809,0.180659458204364,0.450248982603835,-5.80908919612313
"TC0900007740.hg.1","TC0900007740.hg.1","RMI1","RecQ mediated genome instability 1",-0.209106794183882,6.67712999915947,-1.4347321288668,0.18067687894325,0.450248982603835,-5.80917026563038
"TC1000010651.hg.1","TC1000010651.hg.1","CSTF2T","cleavage stimulation factor subunit 2 tau variant",0.197288349765646,6.73101079145796,1.43469768997605,0.180686462927486,0.450248982603835,-5.80921486201029
"TC2100007451.hg.1","TC2100007451.hg.1","COL6A2","collagen type VI alpha 2 chain",0.227660778758939,7.08796538689258,1.43461146230245,0.180710461091121,0.450248982603835,-5.8093265187554
"TC1000008798.hg.1","TC1000008798.hg.1","SFR1","SWI5 dependent homologous recombination repair protein 1",-0.159814264193243,6.95381888537511,-1.43414414786442,0.180840567401344,0.450503292558884,-5.8099315693751
"TC0600008665.hg.1","TC0600008665.hg.1","RWDD2A","RWD domain containing 2A",0.312909111786976,5.29003256401643,1.43399086052015,0.180883261944251,0.450518183606808,-5.8101300080183
"TC1100007285.hg.1","TC1100007285.hg.1","FJX1","four-jointed box kinase 1",-0.389417827533545,6.27629975192445,-1.43392136392285,0.180902621398502,0.450518183606808,-5.81021997041667
"TC2000009817.hg.1","TC2000009817.hg.1","SRMS","src-related kinase lacking C-terminal regulatory tyrosine and N-terminal myristylation sites",0.278687260143744,4.07904081232174,1.43327653178355,0.181082334541198,0.450881827415925,-5.8110545583532
"TC0500013334.hg.1","TC0500013334.hg.1",NA,NA,0.371080834758895,4.93130535377965,1.4331481840123,0.18111812290209,0.450881827415925,-5.81122064538945
"TC0200009091.hg.1","TC0200009091.hg.1","RALB","RAS like proto-oncogene B",-0.124568402731729,8.61285700877502,-1.43309547221566,0.181132822751419,0.450881827415925,-5.81128885364547
"TC0800009242.hg.1","TC0800009242.hg.1","HGH1","HGH1 homolog",-0.197951428246039,8.10360170110649,-1.43293105472638,0.181178680733357,0.450926121750865,-5.81150159661493
"TC0300010739.hg.1","TC0300010739.hg.1","PLCD1","phospholipase C delta 1",0.319789735003632,4.52236859739706,1.43230705649589,0.181352811251622,0.451289603715513,-5.81230885197225
"TC0500009762.hg.1","TC0500009762.hg.1","TRIM41","tripartite motif containing 41",-0.142479062538347,8.03938308928396,-1.43176994743928,0.181502808987428,0.451592928895941,-5.81300351265164
"TC0700013626.hg.1","TC0700013626.hg.1","SLC37A3","solute carrier family 37 member 3",0.131396662472074,9.49490480689493,1.43145081979635,0.181591981387638,0.451700183593962,-5.81341616857465
"TC1000012130.hg.1","TC1000012130.hg.1",NA,NA,0.605676685956129,4.38318264346041,1.43141447280427,0.181602140030931,0.451700183593962,-5.81346316406392
"TC1600010825.hg.1","TC1600010825.hg.1","ZFHX3","zinc finger homeobox 3",0.297942486854803,5.34446132170975,1.43090921066701,0.181743406202591,0.451873770818403,-5.81411636928389
"HTA2-pos-PSR11027754.hg.1","HTA2-pos-PSR11027754.hg.1",NA,NA,0.106345144214837,8.87653540802701,1.43077602808686,0.181780658285708,0.451873770818403,-5.81428852271745
"TC0700011785.hg.1","TC0700011785.hg.1","CDK6","cyclin dependent kinase 6",-0.256498192785681,6.78545719286273,-1.43077090964701,0.181782090078279,0.451873770818403,-5.81429513866214
"TC0100007694.hg.1","TC0100007694.hg.1","HPCA","hippocalcin",0.338223767270151,4.40931059153185,1.43074681983769,0.181788828903232,0.451873770818403,-5.8143262762285
"TC0100016899.hg.1","TC0100016899.hg.1","KIF21B","kinesin family member 21B",0.461707369698983,4.35864581885098,1.43066205603082,0.181812542216889,0.451873770818403,-5.81443583590321
"TC0500009055.hg.1","TC0500009055.hg.1","ABLIM3","actin binding LIM protein family member 3",0.244339297953118,6.41442947620178,1.43038270307971,0.181890711958869,0.451947455756986,-5.8147968770223
"TC0800011872.hg.1","TC0800011872.hg.1","SLA","Src like adaptor",-0.265162657707254,4.1018001128001,-1.43035507726745,0.181898443887256,0.451947455756986,-5.81483257859621
"TC0900011955.hg.1","TC0900011955.hg.1","CAMSAP1","calmodulin regulated spectrin associated protein 1",-0.231332969452693,5.46450259566759,-1.43017666180442,0.181948385652197,0.452001648215754,-5.81506313857418
"TC2000008746.hg.1","TC2000008746.hg.1","NINL","ninein like",-0.357802638738675,4.40643407921887,-1.42980726576689,0.182051823503626,0.452188699962323,-5.8155404349603
"TC0600012731.hg.1","TC0600012731.hg.1","ATG5","autophagy related 5",-0.141756131373531,6.53547227556336,-1.42959665604044,0.182110820605764,0.452265326969616,-5.8158125268132
"TC1500007180.hg.1","TC1500007180.hg.1","GALK2","galactokinase 2",-0.360688045396321,4.54386313648995,-1.42914970307909,0.182236077348529,0.452506458172797,-5.81638986760414
"TC0100017713.hg.1","TC0100017713.hg.1","TTC13","tetratricopeptide repeat domain 13",0.273717855224867,6.2362025467892,1.42895969567717,0.18228934836199,0.452555516768473,-5.81663526859836
"TC0800009094.hg.1","TC0800009094.hg.1","DENND3","DENN domain containing 3",0.220231350217417,5.55341156433237,1.42877984160173,0.182339784972934,0.452555516768473,-5.81686753615048
"TC2200009355.hg.1","TC2200009355.hg.1","DNAL4","dynein axonemal light chain 4",0.161495681384164,5.80416680021248,1.42877789982453,0.182340329571763,0.452555516768473,-5.81687004369818
"HTA2-neg-47422896_st","HTA2-neg-47422896_st",NA,NA,0.655576198613225,4.67812635851131,1.42861704283823,0.1823854489932,0.452592087742059,-5.81707776125477
"TC0800008150.hg.1","TC0800008150.hg.1","CPNE3","copine 3",0.207413718375557,8.32581944614443,1.42852454257279,0.182411399067561,0.452592087742059,-5.81719720145742
"TC1900008303.hg.1","TC1900008303.hg.1","CLASRP","CLK4 associating serine/arginine rich protein",0.223396837018788,5.9688429882467,1.42807659715177,0.182537110384613,0.452834072820745,-5.81777553417744
"TC0400008912.hg.1","TC0400008912.hg.1","MMAA","metabolism of cobalamin associated A",-0.264209553943187,5.68234394432648,-1.42790111473655,0.182586377834645,0.45288637219004,-5.81800206271755
"HTA2-pos-PSR19002378.hg.1","HTA2-pos-PSR19002378.hg.1",NA,NA,-0.136685270244266,10.0958921602439,-1.4277417526116,0.182631129248718,0.452927455590122,-5.81820776561279
